icd9_code,Lab_CUI,normalized_co_occurrence_probability
9604,C0368078,0.40489036910555887
9904,C0363775,0.4043541525131086
3995,C0484851,0.4038207487657755
9671,C0365091,0.40366970793586476
5059,C0944729,0.4034889343339829
3891,C0362980,0.4034717720060157
8856,C0365392,0.40282374157350054
3891,C0365392,0.4025565442552112
3995,C0484652,0.40220074112046134
9672,C0363775,0.4016855624012312
9671,C0484707,0.3998906771068684
370,C2973277,0.39983008833939726
9672,C0366777,0.39853515535492917
8856,C0366781,0.398255459631421
9604,C1316226,0.3980804692150498
9920,C0484707,0.39787596731366626
9983,C0362989,0.3976209724639619
3891,C0364133,0.39699389940566526
9925,C1114897,0.39699362859143666
9904,C0365029,0.39681564097908156
3891,C0364201,0.39670559976658115
3961,C0362934,0.3963989287030562
3961,C0362910,0.39470294671797096
370,C0942476,0.3940882652692115
3891,C0364207,0.39356830845061447
9904,C1953449,0.39325050930972333
3995,C0364201,0.39255802547609764
3995,C0365184,0.3922853409460494
9915,C0363775,0.3920101542860796
3615,C0366781,0.3919487789239178
9604,C0365160,0.3917637053537704
9672,C0362923,0.39048369379789116
3893,C0366781,0.3888098350105563
0040,C0803378,0.38753859294395165
966,C0366775,0.38749534801147223
4131,C0362945,0.38687681127373424
9672,C0362906,0.3865509272315213
5498,C0942431,0.3862218902615085
9915,C0484652,0.3858605028628121
3961,C0366777,0.38569677460633356
9604,C0362989,0.3856103692235557
3961,C1315166,0.3848279169510029
9671,C0362949,0.38431231524730924
5491,C0799525,0.38388721839971235
8856,C0364961,0.38289678867915156
3893,C0368021,0.3819325683640223
9915,C0362958,0.3813485871403401
311,C0803387,0.3803958090157703
3607,C0803378,0.3801340444639901
9671,C0362980,0.379703029995976
3891,C0365184,0.37917951621826945
9904,C0365160,0.37909977949239665
3961,C0362923,0.37863829680271033
3995,C0365029,0.37767903657144913
3891,C0362947,0.3775389146536241
9672,C0365029,0.37721164485244013
9604,C0365029,0.37718823751425556
3995,C0364674,0.37565875641314755
9915,C0365095,0.37563423047439887
3893,C0365034,0.3755226485019267
3891,C0942460,0.37510051146628437
9672,C0365160,0.37467690931923736
3891,C0362909,0.3745066431509244
8856,C0364479,0.3740730478913841
9604,C0363775,0.3737181353513164
9915,C0363885,0.37271999695422375
5059,C0942450,0.3719064947358297
9915,C0362909,0.3715501690898274
3891,C0362900,0.37079007445277395
3895,C0803387,0.37024801499336624
3601,C0803378,0.3695440228349428
8872,C0364961,0.36902129496908687
3891,C0362907,0.3689309851738607
9904,C0368025,0.36887459153627455
3893,C0364092,0.3687918395480226
9671,C0484652,0.3683864400395976
3893,C0362989,0.3676332257032131
9672,C0484707,0.3672727715193295
8856,C0364127,0.36703592453850015
3891,C0365091,0.3666367255530762
9671,C0365184,0.36648447445053844
9904,C0366770,0.36639668416412086
966,C0363775,0.36625869626713836
9671,C1316226,0.3651733316147396
8872,C0366770,0.36484630883962954
3324,C1369594,0.3647417131986838
3891,C0484652,0.36416200524399783
9915,C0364968,0.3639426408191001
3891,C0362978,0.36392265753523806
9904,C0484707,0.3626275832957823
8872,C0364121,0.36251323263586016
3891,C0486259,0.36171361327022944
3891,C0362934,0.3616749869414265
9672,C1316226,0.36077382680572195
3891,C0362949,0.36067750974055995
3721,C0942431,0.3599941642263903
3404,C1544494,0.3599087535400278
9915,C0362908,0.35942736951211784
3995,C0364092,0.3588978038493217
5569,C0944729,0.35790718376077274
3961,C1369594,0.35773306491823564
9907,C1953449,0.3572778325705548
966,C0365029,0.35701234460321285
3615,C0365091,0.3566778118118802
966,C0365160,0.3565155202203984
9915,C1369594,0.355960106235639
5059,C1544491,0.35494118296643973
3891,C1316226,0.35486448465726456
3995,C0362958,0.3538078169133671
9904,C0366781,0.35352717584905174
9915,C0363876,0.3529078512866427
9904,C0365034,0.35285202616602346
3324,C0942460,0.3528509436376219
3891,C0362908,0.3524795626607943
9915,C0364055,0.35205655174905226
3995,C0362900,0.3514341232462724
9604,C0366770,0.351313198359635
9915,C0362900,0.3508926653089201
8872,C0365091,0.3492605082847076
5059,C0942444,0.349232907100347
3995,C0366775,0.34883379317596425
8856,C0365091,0.34878655292845284
370,C0549819,0.3484848166150101
5059,C1114285,0.34795947219313283
9925,C0362999,0.34769406655090057
5059,C0942478,0.34763723880242514
4513,C0365184,0.347338254988174
9672,C0364092,0.3473171054659478
966,C0368021,0.34719831962463177
9604,C0364092,0.3469680445386112
8872,C0803387,0.34629818618408476
3961,C0364133,0.34575482484851827
3891,C0362910,0.3456576479670164
3891,C0366775,0.34526285231561726
0093,C0942450,0.3445500611801691
3895,C0945358,0.34431940031438535
3895,C0942425,0.3432045570551343
9671,C0368078,0.34304692318438706
3995,C1369594,0.3429704809534883
3324,C0368025,0.34264974044310775
5059,C0942425,0.34251627890009867
3606,C0484707,0.34230316188545107
3324,C0366775,0.3420925844330123
3324,C0364674,0.34120998112362294
9915,C0364674,0.3410366172082617
5059,C0945358,0.34051791072642057
3995,C0366770,0.3403034097835481
3995,C0364961,0.3402744279690739
3324,C0368021,0.3402401581506282
9390,C0362989,0.3395115272554718
9904,C0364121,0.3394410823215506
9904,C0368078,0.3392682143071316
8872,C0364127,0.3389438701221963
9604,C0368021,0.3385308219907111
3895,C0365029,0.3383407616784832
3995,C0368036,0.33820175252361684
3891,C0366777,0.3380138523677416
966,C1316226,0.3376965769326779
8856,C0362907,0.33747709839314866
3891,C0365160,0.33617774055976013
3324,C0362958,0.33555263268325636
9915,C0364096,0.33502672697622765
9672,C0365034,0.3347264308707383
3895,C0942444,0.3344535095293932
3995,C0364290,0.3342302561569119
9955,C0362908,0.33398646143736244
9915,C0368036,0.3338698288911789
9671,C0365160,0.33313232691039996
3324,C0362980,0.3324707014268879
3995,C0365091,0.3323443613809417
0093,C1114285,0.33200771996443
3891,C0364092,0.3317827361932048
3891,C0365029,0.33178066909185117
9671,C0364092,0.33167779899572575
9672,C0366770,0.3315532424467798
8856,C0364055,0.3307372390848373
3891,C0362923,0.3304515500458514
966,C0484707,0.3302610891659399
3995,C0363885,0.33023716400507064
3891,C0362906,0.32971683662990253
0066,C0484707,0.32902620865026233
8856,C0550246,0.3289280513221567
9955,C0362906,0.3287999914872673
3995,C0364055,0.32878339874720863
0331,C1507819,0.32870709633282885
9672,C0942476,0.3285368757333127
8872,C0364674,0.3279836927912099
5523,C0366727,0.32779655635665694
0331,C0366194,0.3277545474290212
9671,C0942460,0.32749035516893865
370,C0942421,0.32739779787601286
9915,C0368013,0.3272995485866692
3893,C0364835,0.32702627194343903
3891,C0484707,0.3268868549201675
3404,C1114284,0.32672099791996484
8872,C0364479,0.326166434236343
3995,C0365160,0.3260900026879026
3995,C0942460,0.3257705737058242
3891,C0368078,0.3256714752926229
3893,C1953449,0.3255547938411432
3961,C0364201,0.3253536019621173
5059,C0363968,0.32468976071519806
8856,C0362910,0.3244957636202767
8856,C0550447,0.32413256438707144
3895,C0942478,0.3240861826024045
3891,C0368021,0.32406347980684613
0093,C1544491,0.32392580087837713
9904,C1316226,0.3238469858413162
9672,C0362989,0.3238048348815075
9955,C0362909,0.32355212526517824
9915,C0364201,0.32352435247950617
3961,C0364096,0.3230679866368172
9915,C0365091,0.3229984478080233
9915,C0364127,0.32264252113047065
3995,C0364121,0.32233871203454045
8856,C0550440,0.3219936190018527
9915,C0550447,0.3212899365452129
966,C0366770,0.32122504545713804
9907,C0365184,0.3211093015820532
3895,C0484652,0.3209228968082455
0093,C0942444,0.3202209778558104
3895,C0364092,0.32011233894045893
9915,C0550246,0.31955287600806487
3995,C0942425,0.3188320054635889
3324,C0368036,0.31872140697194346
3995,C0945358,0.31857305396819524
3324,C0363885,0.31817210028962356
8872,C1369594,0.3180537167647359
8856,C0364674,0.31683060329967533
3995,C0362980,0.31674278774609704
3995,C0365095,0.31658131830316616
9915,C0364207,0.31635935293331946
0093,C0942478,0.3163592164241296
9915,C0362906,0.3162678824778086
3895,C0365184,0.31614339778850004
8856,C0366777,0.3159821278896153
3324,C0368013,0.31553455179061957
8853,C0803378,0.3154724648504766
8856,C0362934,0.31540593204804607
0040,C0484707,0.31529868969339014
9915,C0364961,0.31519448118372023
8856,C0364133,0.31477899289759437
8872,C0365392,0.31459171673591046
8872,C0484851,0.31454279476378527
3615,C0550246,0.3145082871173894
3324,C0368078,0.3145073313059971
3324,C1316226,0.31374185035566377
8856,C0364207,0.31369123786942654
0093,C0942425,0.313217669576415
0093,C0945358,0.31268016337772825
4513,C0942425,0.31260237734758545
9915,C1315166,0.3125266443624082
3615,C0550447,0.31230704018986627
3995,C0942444,0.3117641857471054
3895,C1544491,0.31156260913945377
3324,C0362949,0.31148370414842613
3995,C0363876,0.31146939864969314
4513,C0363885,0.31146787994300973
4513,C0945358,0.31113592858724576
3324,C0364201,0.310985248330278
9915,C0365029,0.31086224014948294
8856,C0364096,0.31071587608914397
9604,C0364121,0.310446200389931
9671,C0366775,0.3102941406265278
8856,C0362923,0.3101489205779954
9907,C0484652,0.30995793227997825
3895,C0942450,0.30984634203146255
3995,C0362949,0.30970742830140674
3722,C0484851,0.30946427237732504
8872,C0550246,0.3093177669990898
3324,C0942477,0.3090653980840706
9915,C0364290,0.3090070370081882
3324,C0942432,0.30900276211228483
8856,C0363876,0.30793633586967006
9604,C0365034,0.3078411385638523
9915,C1507819,0.30756850996834245
3995,C0364968,0.30756850996834245
4513,C0364674,0.30753182462305645
9915,C0368021,0.30748586974726994
3995,C1316226,0.3072846194287457
3324,C0365029,0.3071144331363881
4513,C0942478,0.30704961271468373
4513,C0803387,0.30697250961755645
8872,C0550447,0.30692653072848824
3995,C1315166,0.30674550651766136
3722,C0366781,0.3062199788874056
8856,C1369594,0.30567926554542224
9915,C0362947,0.30556780200794625
9915,C0550440,0.30538420550920703
4513,C0368036,0.30527830096159464
3324,C0363876,0.3049394433573395
8856,C0486259,0.30480271942065795
3324,C0942443,0.3046582545090924
9604,C0366781,0.3045702272917475
4513,C0942444,0.30394287664877984
3895,C1114285,0.3039386464159631
4513,C0364055,0.3036784057765441
3895,C0366775,0.30345614290169304
9983,C1146797,0.30343618289092683
3895,C1507819,0.30329359490166213
966,C0364092,0.3032563460710233
9904,C0362989,0.30316390784402475
3895,C0366770,0.303139873214915
3891,C0363775,0.30294261319251004
3615,C0365392,0.3024470757878041
3324,C0365095,0.3024412760462028
8856,C0363775,0.30215949937675013
9672,C0364121,0.30197239441088025
3995,C0942478,0.30191545326827235
3324,C0365184,0.3018216453990681
3995,C0362909,0.3015694235728674
8872,C0364201,0.3014910840852475
3723,C0484851,0.30142486713647054
3995,C0363775,0.30133301669930046
3324,C0550246,0.3011569752285197
4513,C0484652,0.3008566867960184
3995,C0364459,0.30080579681408837
8872,C0363876,0.29994154793681077
9671,C0365029,0.29922794551369464
5011,C0942450,0.2991927373117277
3615,C0550440,0.29897911506452113
4131,C1114897,0.29873685116713045
3897,C0368025,0.29848602318322937
9915,C0366775,0.2983945712016905
3891,C0366770,0.298147571680763
8856,C1315166,0.29774200622745445
3995,C1507819,0.29741581542286494
9671,C0363775,0.2973566523993653
3995,C1953449,0.2972962841487183
9672,C0549816,0.29674203969826596
9915,C0362978,0.29627724298494484
3324,C0364055,0.29621437454300237
9604,C0364835,0.2960770022047954
3324,C0550447,0.29607420621646957
8856,C0368013,0.2960125813810374
966,C0366194,0.2958659040458728
3895,C0364201,0.29571326519871177
9672,C0364835,0.2954737623465445
9671,C0366770,0.29533775724961064
5491,C0365184,0.2952701664394607
8856,C0365095,0.29524842584527883
4513,C0363876,0.29523091558856046
9462,C0367799,0.2951907301694574
5011,C0945358,0.2946244543425334
4513,C0942450,0.2944211140629542
3324,C0364290,0.29434174499105226
3324,C0484851,0.29427591429467886
3995,C0368013,0.2940766946343002
8872,C0364290,0.29375904444047213
3895,C0364459,0.29354945995518167
3961,C0365095,0.2935090758599042
9915,C0368025,0.2934260490129809
3995,C0364127,0.29342416282581657
966,C0364121,0.293316699918395
4513,C0362958,0.2932704324527239
8872,C0364055,0.29283349831248867
3895,C0484851,0.29274482633462556
3995,C0549816,0.29273288324346325
3324,C0942424,0.2926125097233575
3324,C0942421,0.2924130172795947
3995,C0942476,0.29227892505659187
8872,C0363885,0.29224210442651366
8856,C0364968,0.2921022216742161
6561,C0484675,0.2920202577274191
8872,C1315166,0.2919163139798475
9671,C0362989,0.2917709610240113
4513,C0366775,0.29133173734922696
966,C0365034,0.2910658539276204
8872,C0550440,0.2908830340444296
4513,C0365095,0.29081581843521553
9915,C0365392,0.290786986258999
4513,C1544491,0.2905182530028089
9604,C0803378,0.29031704236444156
3324,C0364127,0.29027325795372505
9915,C0364479,0.29002014320142977
9907,C0942478,0.2899067184032033
5011,C0942425,0.2897497740879883
9672,C0366194,0.28940576388321815
8856,C0363885,0.2892133106220782
3995,C0484707,0.28898483502261485
4233,C0942450,0.2889273708935104
5011,C0942444,0.2887112404637021
9915,C0364133,0.2886736008649296
3895,C1953449,0.2885962064166058
3895,C0364674,0.28813753382341784
4513,C0362900,0.2880673303943672
4513,C0365029,0.2880181171423788
640,C0362989,0.2879387979274638
9907,C0945358,0.2876939494120634
3995,C0368025,0.2876630875758206
8872,C0362900,0.28764542451881503
3893,C0803378,0.28727748279924026
3961,C0484851,0.286861856394312
5011,C0942478,0.28686007993665974
4233,C1544491,0.2865701338302685
5498,C1114242,0.28648034836821223
3995,C0362908,0.28624021093742646
3895,C0942476,0.28619011023427327
9907,C0803387,0.2856586172872877
3324,C0364961,0.2851894683142458
9915,C0362907,0.28515146359741206
9390,C1316226,0.285120213720728
3895,C0549816,0.28501787626990904
3961,C0364674,0.28489323985609183
3995,C0365392,0.28472740399161534
8872,C0366781,0.2846309893356932
3961,C0364968,0.28428654799891107
9672,C0942432,0.28422318632120214
3895,C0364121,0.2841705786414885
9915,C0365034,0.2840037688120095
3324,C0362900,0.28370024056331633
4513,C1114285,0.2835026338872121
3324,C1315166,0.2834469795280687
966,C0364835,0.28342363680499333
3995,C0942450,0.2833680414122412
3615,C0362907,0.2833264838923392
4311,C0803387,0.2831233833376738
966,C0942423,0.282995453989362
311,C0368021,0.28295984056309886
3895,C0942460,0.2829084567792925
8872,C0486259,0.28286409137040897
9671,C0366781,0.2828390940417288
9907,C0942425,0.28278249918002946
4233,C0942478,0.2827555701119895
8872,C0368013,0.28270466959572094
8872,C0365095,0.2825233268613503
9390,C0362949,0.28240250896833624
3891,C0364835,0.28218363436176097
4233,C1114285,0.2819954954802134
4513,C0368025,0.28194983818650576
3961,C0362906,0.2819315705621046
8872,C0362907,0.2818157820048473
3995,C0368021,0.2813592982647887
5491,C0945355,0.2810942077511264
3723,C0364290,0.2807716294706181
3891,C0365034,0.28075740552587036
9907,C0942444,0.2806846139896135
4233,C0942444,0.2803990497667747
311,C0364201,0.2801246107748397
4513,C0484851,0.28002230829067914
3324,C0550440,0.2799282977228978
3895,C0365160,0.27979821232044855
4513,C0368013,0.27945752555499187
9907,C0942450,0.27928214931889017
3995,C1544491,0.2791718234886056
9672,C0942477,0.27906704804972715
4513,C0365034,0.2787018075248368
4233,C0942425,0.2785520916624334
9907,C0365029,0.27843642795885587
3895,C0362900,0.2782709875595528
3607,C0484707,0.27818817280793445
9672,C1953449,0.2778844257621383
3324,C0365091,0.27746945533211087
3995,C0550447,0.2773136433954012
8872,C0368036,0.27704001899308034
