icd9_code,Rx_CUI,normalized_co_occurrence_probability
966,C4281882,0.3605416914973449
3891,C0981517,0.3603536979697598
3961,C3888181,0.3603489334857515
3893,C0981442,0.36031652606270964
3324,C0981359,0.3593159914115741
3324,C0713347,0.3587248420261576
9604,C1696556,0.35839514867504757
5491,C0689706,0.35745950847376495
9672,C1696556,0.35713359764109925
3895,C4048535,0.35703329387260035
3891,C1639201,0.356853914784069
3324,C3887765,0.35621928285314386
3891,C1169578,0.3561805041703673
3893,C0710780,0.3558590874840071
9672,C3888181,0.35553946022742305
3961,C0978612,0.35519471234539396
8853,C0691137,0.3548398763535685
311,C4082743,0.354541908769668
9671,C0140600,0.35450523763919417
3615,C0712074,0.35443295087248544
3324,C0981517,0.3540540191341635
9604,C4082647,0.35401352322481483
9604,C0978612,0.35374069785270396
9971,C0359162,0.35373746675383644
3615,C1639501,0.35328418253923277
9672,C0713347,0.35309750568920173
9904,C0712074,0.35229656149036054
9904,C0782173,0.35211100791418415
966,C0978612,0.35196703293667425
3893,C0939651,0.35128367632301305
3892,C1658082,0.35107986545249575
3893,C0689881,0.35097511950119287
3895,C1169852,0.3509176944199737
3891,C0774583,0.3500823259538192
8872,C0711126,0.3500560286409313
9925,C0976133,0.3497351903096552
3324,C4082780,0.349434078602256
9672,C1814189,0.34934747698481583
8856,C4281944,0.34909070841420237
9672,C0981359,0.34880943475604576
5011,C0595475,0.34860498559322445
8754,C3887771,0.3485923775609915
0014,C4048535,0.3483262112512682
3995,C4048507,0.3479505686820859
0045,C0876711,0.3474049755189953
3893,C0710299,0.34717216333112055
3893,C0975411,0.34717042994951497
9671,C4082647,0.34700589786719765
3895,C4048507,0.3465044696395126
0045,C0875551,0.34613559459674
9672,C0977439,0.34522390240428724
9672,C0974988,0.34506125227099305
3606,C0716159,0.3447883879400506
9920,C0876711,0.3444100153846395
9671,C2920421,0.34438640018039046
3615,C1359886,0.3439335717953058
3615,C1814189,0.3437900934236908
8856,C0977056,0.34320273523065503
3607,C0876711,0.34299492515429
0066,C0691137,0.3427389689057408
3893,C4048535,0.3426097394057395
8872,C0710781,0.3422639473155647
9904,C0772628,0.3421779617831312
0014,C0713347,0.3421067076655387
3895,C1967412,0.3420175586915036
9672,C4281882,0.34112547914055236
3995,C4082772,0.3409810655555645
311,C1639201,0.34090953027548876
9671,C0994978,0.3406395850112285
9904,C0689398,0.34053594445184887
3891,C0712074,0.3401652566505678
9904,C4048933,0.33961851120620323
3615,C4082777,0.339379796969204
9604,C0995060,0.3392546498384474
9915,C2343627,0.3391169733091435
3723,C1814027,0.3387978646523364
966,C0711126,0.3385250418753478
3613,C0774481,0.3383255892195708
9912,C1657812,0.33805945241206137
5569,C0875717,0.3380134709831202
9672,C4282000,0.3374761427927889
8856,C4281882,0.33734179725660035
8872,C3465049,0.337100490958193
3995,C4082743,0.33694789892077126
9925,C3887762,0.3368319466519029
9915,C4082743,0.3366993510332025
9604,C4082743,0.33631491767682176
5569,C0690673,0.33626729422249535
9671,C0782173,0.3362044969960681
966,C4048535,0.33615386979804307
3891,C0978624,0.33615297552250484
9671,C0593736,0.3360351199928752
9672,C0978612,0.3355629633952199
3324,C4082779,0.3350611780232708
9604,C0712925,0.3348066887584005
9904,C2955100,0.3347284235651115
8872,C0995060,0.3345376405442355
9672,C2920421,0.3344539648298119
3893,C0977056,0.3343812364886959
0045,C0716159,0.33432301967521083
8872,C0710780,0.3341900586240652
3995,C4082774,0.3338986969640149
5491,C0980346,0.3337252950067308
9915,C4082780,0.333690385516122
9671,C0977796,0.3331940155200414
3897,C0593736,0.33309658610235926
5059,C0592454,0.3330439372874828
3961,C0774583,0.33216373662287885
3615,C4048933,0.3319981025089722
3893,C4281875,0.3308964966501609
3897,C4048845,0.33085519130107705
9672,C0691212,0.3307183070152044
5011,C0361231,0.33062434705312
3722,C4281899,0.32990595009796064
3961,C0980955,0.3298589949481767
9915,C4048535,0.32974272983487046
9915,C4082772,0.32973393556540964
9904,C0981517,0.3296745188059135
3723,C0876711,0.3294029200140611
3891,C4282054,0.3292538261023653
966,C4082647,0.3290361587484253
3612,C0774481,0.3284188304175388
5059,C1584819,0.3283567561237933
9904,C0710299,0.3279824794476288
3615,C4048223,0.3274819212153641
0040,C0691137,0.327331090956732
3995,C4082780,0.3273253328572866
9915,C4082779,0.32725725095014857
3961,C0593903,0.32687941848636026
9904,C2343627,0.3265549913847049
3891,C0938971,0.3264717178804419
3324,C0980955,0.3258061233895824
5491,C0690395,0.3256041049522966
9604,C0689398,0.32548995245121165
9604,C3887765,0.3252857547987535
8872,C0710782,0.325219211727937
3895,C4082743,0.3248628034201885
9671,C2343627,0.32467766298643636
3961,C0710782,0.3246539750288949
8872,C4281944,0.32440186689692135
3324,C4282054,0.3243278595614129
9955,C4082745,0.32425786436501797
3891,C0973757,0.32371065929270376
3893,C0977786,0.32360101637792077
5059,C3888066,0.3232422923950235
9604,C0711126,0.3228138724357854
3324,C4082778,0.322456517524862
3995,C0782173,0.32238311892571664
4311,C0778320,0.32227658910449997
8856,C0593905,0.32134783414696166
9915,C4082774,0.3212907186255015
3893,C0710781,0.32113150627406467
9604,C4282000,0.32074650444365826
9915,C4282054,0.3207238326472592
966,C0593736,0.32045960101381693
9672,C0711126,0.32045587580420987
3615,C4282051,0.319990147297996
9904,C3465049,0.3198692036879573
4131,C2937824,0.3196590669979717
3972,C0709181,0.3194903035663079
3615,C0716159,0.3194339020366924
8872,C4048223,0.3194154443558315
3893,C0710782,0.319302360383914
9907,C4048475,0.31916241121091565
3961,C0710780,0.3190968515366987
3891,C0772628,0.31894324066088964
3893,C0689399,0.3188635714653318
3891,C0977439,0.31873218117581914
8856,C4082777,0.31870628932790374
3891,C3888181,0.3186382690134007
9671,C0973757,0.31843416235886873
966,C0693367,0.31829648466777094
3607,C0691137,0.3182391817739037
9671,C0995060,0.3182357522618777
3324,C0973757,0.31790450472479886
9671,C0978624,0.31789696394917033
3893,C4282005,0.3170763561755358
966,C0995060,0.3170212297160046
3895,C2343627,0.3169810903295856
9915,C0978624,0.3158733510918542
9904,C0975164,0.3151457950806189
9925,C4082748,0.3147329203556577
9671,C0693367,0.31450756159909726
8856,C0689881,0.31430028543617056
3961,C0973757,0.3141399524363514
966,C4082778,0.31409022595501174
3893,C1169852,0.31399092548055096
8856,C0978612,0.3138319722040358
9604,C0689877,0.31369577846620433
9604,C0593736,0.3136101804896183
9904,C4082743,0.31349732020951665
8856,C0710780,0.3134626848734997
311,C2343627,0.3134038191508668
3995,C0975350,0.3133808736477244
9672,C0979637,0.3133402830990653
3961,C0978933,0.31284623792528427
3891,C0977796,0.3127163698188274
3615,C0937759,0.3126585358055203
3891,C0974988,0.312225092516869
311,C4048535,0.31210157716885384
3615,C4281975,0.31201439135047837
8856,C0774481,0.31184852972321625
3897,C3888358,0.31178661060015206
3324,C4082774,0.31175916490423633
9915,C4281944,0.311740516801089
3995,C0939651,0.3115987629170896
9672,C0693367,0.31159376746849055
3891,C1359886,0.311225353785388
311,C0973757,0.3108979341337886
9671,C0689877,0.3105847223790314
3895,C0710995,0.3105847223790314
8872,C1359886,0.31037798345032874
9904,C0981742,0.31028532330130315
9672,C4048845,0.3102156734439172
9915,C4048223,0.30978026051193985
8872,C0981742,0.3095065003439753
3324,C0782173,0.30946775506493285
3324,C4281975,0.3094470112103725
3891,C0994978,0.30943661147307516
9904,C0593903,0.30931241466260634
3995,C4282000,0.30920302583594117
9915,C2955100,0.3089788204286669
3521,C4281899,0.3089407337937133
9604,C0975164,0.30863715099508254
3995,C0977786,0.30814186166346746
3893,C0981359,0.30813694492949856
3891,C4281882,0.3079640876597984
3891,C4082743,0.3079443174570784
3961,C0981442,0.3077803709976042
9672,C1169852,0.3070791394928322
3995,C0978624,0.30697725056889313
9672,C0977786,0.30690957069658426
4513,C0938971,0.30673639729469576
9904,C0716159,0.3065322486975233
3891,C4082638,0.3064883392023977
8872,C0978612,0.3064249302141096
8872,C0689881,0.3062406677747085
966,C4282005,0.3062386494292131
8872,C4082777,0.3062326194253809
966,C0981359,0.3061346525334086
9925,C1169837,0.30595001765726426
8856,C3465049,0.30593054032373534
9904,C0710780,0.305744132603221
9672,C0689398,0.30560753329582374
8872,C0977056,0.3054844006888895
3324,C0978624,0.3054771986155608
5569,C0690860,0.30540904772218946
3895,C4082779,0.3052781783587606
9604,C0975411,0.3052766277986521
0212,C0688496,0.3051916192386725
3891,C0978252,0.30512045079735867
8872,C4281899,0.30498886079270543
3893,C4048957,0.3049146786410599
3891,C3887765,0.3048637348534365
9915,C4282056,0.3047521816669529
3892,C0716548,0.3047452112417098
9904,C0974988,0.304585679314267
3891,C4282007,0.30370619108980457
0093,C0690860,0.3033888111103953
9672,C0593736,0.3033388716390207
8856,C0938971,0.3032682630346038
3893,C4048954,0.3031076119276298
9904,C0691137,0.30269917206260283
3897,C3887765,0.30219026088445267
4131,C1169836,0.30217322733597807
3897,C0975677,0.30190557871954243
966,C4281875,0.3016044386309093
9904,C0710781,0.3015980570472355
3606,C0691137,0.3015566354111032
4131,C1169837,0.3013669405904859
3891,C1814189,0.3013434437218342
3893,C0711421,0.3012787099901448
966,C4282000,0.30115125089782424
415,C0708576,0.3010720541764497
3995,C0690673,0.30072027267540685
9915,C4082638,0.30050997918159855
3897,C0713347,0.30049156664498067
3324,C4282056,0.30031269374974345
8856,C0978604,0.3002609963770536
9904,C0710782,0.3001042155748586
3615,C2920421,0.2998415332341493
022,C0709181,0.29930219337239083
3722,C0774481,0.29928327826536144
9604,C4048535,0.29925986516789826
3324,C0994978,0.2989612328788495
3895,C0975350,0.29848385397679933
4131,C0697773,0.2984525725966718
9604,C0981442,0.2982244094248994
3961,C3887542,0.29816844033648515
3891,C4281975,0.2981269173315498
9671,C4282054,0.29803849212843975
3891,C0140600,0.2979001425903679
3961,C0593736,0.2978288681457836
3891,C4048535,0.2977982366711986
3995,C0979637,0.297704693038332
3995,C0980955,0.2976913574471634
8872,C0774583,0.29769030237264593
3895,C0782173,0.2975063693494309
8872,C0710783,0.2971614948534962
3995,C0977796,0.296853567631134
9904,C0977010,0.29683593831253846
8856,C4048223,0.2961641938241018
7935,C2241233,0.29548269283154693
3891,C0691212,0.29537990102327555
4131,C0687813,0.2953442551643951
311,C0713347,0.29520919773109144
8853,C0875551,0.2951168669339567
9904,C4281873,0.2951068484486634
8872,C4082772,0.29472099350011843
9672,C2955100,0.29451199635682596
966,C0689398,0.29431527689607234
8754,C0715899,0.2941838334984593
0093,C1584819,0.2941373626815331
3521,C0978604,0.2940137993449669
9672,C0939651,0.29384320906743105
9672,C0995060,0.29375183458720405
9671,C0978612,0.29374574260361813
4131,C0708306,0.2934504863725472
966,C4082745,0.293192107599243
3324,C0977275,0.2931233810917169
3324,C4282007,0.29301331100956635
3324,C0712074,0.2928490993077922
9672,C0938981,0.29278662959918994
9671,C0976856,0.2927050190491845
5569,C0693889,0.29233091230342273
3893,C0693367,0.29189340139195036
9671,C3887765,0.29182385641914355
9604,C0689399,0.29179128638965957
3893,C4082746,0.29159716544696096
3324,C1169578,0.2915796782877208
3897,C2343627,0.29150042686817024
8856,C0712074,0.29140355367454807
3324,C4282050,0.29126959869556235
3897,C1585531,0.2912467020666076
3995,C4048223,0.2912327657542291
3995,C1585125,0.29109394229075636
8872,C0978604,0.29100744855176836
8856,C4282051,0.2907123790220846
3995,C1320353,0.2906060237773188
9671,C0975164,0.290543790260197
9904,C4282007,0.29021546080319316
966,C0712925,0.2896233361375781
966,C0975411,0.289593084709797
966,C0979637,0.289507063193857
3324,C0978252,0.2894282067631781
8856,C0774468,0.2892731396635678
8856,C0593903,0.28915677872190754
3893,C0978604,0.2890875257881654
0017,C0715205,0.2890826987692257
3995,C4048475,0.28887505077772313
8872,C4048933,0.2888707382927299
9671,C0975411,0.288818301535829
9904,C0977786,0.2887433958551183
9915,C4282007,0.28849978871957044
3607,C1814027,0.28848156977884754
9671,C1696556,0.2884746891182718
9907,C4082746,0.2883659900394009
9604,C2955100,0.2881521975256961
3324,C4048845,0.2879603726928253
3891,C0978612,0.28796030391236344
8872,C0712074,0.28774335320547273
9904,C4281875,0.2876676851061858
8872,C0980955,0.2875977165323268
9915,C0774583,0.28757415532299296
4513,C4082638,0.2875468144856699
3895,C4048475,0.2875396830662766
966,C2955100,0.2875295548880867
5523,C0359162,0.2874937570024525
3961,C0716159,0.28744583804504137
3895,C0978650,0.2873480360116069
8856,C0710781,0.287164614952803
3891,C0712925,0.2871609623283309
3612,C3465049,0.28714774826442163
4513,C4082774,0.28701599403903943
3615,C0876711,0.28686339914077597
966,C0977786,0.28677663133528825
3895,C0704071,0.2867063014228698
9604,C0693367,0.286290752470887
9907,C1696556,0.28625218507652
3722,C0977796,0.2861687849369396
3895,C4082772,0.2860365439152921
3891,C1696556,0.28599926329663256
3615,C0691212,0.28599240878568033
966,C0975164,0.28583433072802794
5059,C0689706,0.28579422996826914
9604,C0710780,0.28563747097505343
8853,C1639501,0.2855809982814109
3893,C0691089,0.28556032562992345
9672,C0712925,0.28547013854616754
9672,C4082647,0.2854106291277559
8872,C4282051,0.28511712979975307
966,C0939651,0.28507495467714555
9671,C0689398,0.28507218331789397
3995,C4282056,0.28490798084565877
